trainerID;place;pokename;pokelevel;type1;type2;hp;maxhp;defense;spatk;Combat Power;pokemonID;trainername;Combat Power Sum
2518;5;Illumise;50;Bug;None;143;143;78;96;1779.0;5937;Bodybuilder♀ Glya;11544
2519;0;Camerupt;50;Fire;Ground;148;148;93;128;1959.0;5938;Bodybuilder♀ Helmin;11895
2519;1;Lanturn;50;Water;Electric;203;203;81;99;1959.0;5939;Bodybuilder♀ Helmin;11895
2519;2;Vileplume;50;Grass;Poison;153;153;108;133;2049.0;5940;Bodybuilder♀ Helmin;11895
2519;3;Swalot;50;Poison;None;178;178;106;96;1980.0;5941;Bodybuilder♀ Helmin;11895
2519;4;Absol;50;Dark;None;143;143;83;98;1974.0;5942;Bodybuilder♀ Helmin;11895
2519;5;Stantler;50;Normal;None;151;151;85;108;1974.0;5943;Bodybuilder♀ Helmin;11895
2520;0;Blaziken;50;Fire;Fighting;158;158;93;133;2169.0;5944;Bodybuilder♂ Lazko;12186
2520;1;Vigoroth;50;Normal;None;158;158;103;78;1899.0;5945;Bodybuilder♂ Lazko;12186
2520;2;Hariyama;50;Fighting;None;222;222;83;63;2001.0;5946;Bodybuilder♂ Lazko;12186
2520;3;Wobbuffet;50;Psychic;None;268;268;81;56;1794.0;5947;Bodybuilder♂ Lazko;12186
2520;4;Tentacruel;50;Water;Poison;158;158;88;103;2124.0;5948;Bodybuilder♂ Lazko;12186
2520;5;Milotic;50;Water;None;173;173;102;123;2199.0;5949;Bodybuilder♂ Lazko;12186
2521;0;Spinda;50;Normal;None;138;138;83;83;1659.0;5950;Bodybuilder♀ Lunda;10404
2521;1;Kecleon;50;Normal;None;138;138;93;83;1899.0;5951;Bodybuilder♀ Lunda;10404
2521;2;Kadabra;50;Psychic;None;118;118;53;143;1779.0;5952;Bodybuilder♀ Lunda;10404
2521;3;Volbeat;50;Bug;None;143;143;78;70;1779.0;5953;Bodybuilder♀ Lunda;10404
2521;4;Zigzagoon;50;Normal;None;116;116;64;53;1299.0;5954;Bodybuilder♀ Lunda;10404
2521;5;Grumpig;50;Psychic;None;158;158;88;113;1989.0;5955;Bodybuilder♀ Lunda;10404
2522;0;Beautifly;50;Bug;Flying;138;138;73;123;1764.0;5956;Bodybuilder♂ Mengel;10689
2522;1;Sunflora;50;Grass;None;153;153;78;128;1854.0;5957;Bodybuilder♂ Mengel;10689
2522;2;Roselia;50;Grass;Poison;128;128;68;123;1779.0;5958;Bodybuilder♂ Mengel;10689
2522;3;Volbeat;50;Bug;None;143;143;78;70;1779.0;5959;Bodybuilder♂ Mengel;10689
2522;4;Illumise;50;Bug;None;143;143;78;96;1779.0;5960;Bodybuilder♂ Mengel;10689
2522;5;Dustox;50;Bug;Poison;138;138;93;73;1734.0;5961;Bodybuilder♂ Mengel;10689
2523;0;Shroomish;50;Grass;None;138;138;83;63;1464.0;5962;Bodybuilder♂ Rapoz;8646
2523;1;Whismur;50;Normal;None;142;142;46;74;1299.0;5963;Bodybuilder♂ Rapoz;8646
2523;2;Snorunt;50;Ice;None;128;128;73;73;1479.0;5964;Bodybuilder♂ Rapoz;8646
2523;3;Surskit;50;Bug;Water;118;118;55;73;1386.0;5965;Bodybuilder♂ Rapoz;8646
2523;4;Pikachu;50;Electric;None;113;113;63;73;1539.0;5966;Bodybuilder♂ Rapoz;8646
2523;5;Sandshrew;50;Ground;None;128;128;108;43;1479.0;5967;Bodybuilder♂ Rapoz;8646
2524;0;Chimecho;50;Psychic;None;143;143;93;118;1854.0;5968;Bodybuilder♂ Rawles;9549
2524;1;Doduo;50;Normal;Flying;113;113;68;58;1509.0;5969;Bodybuilder♂ Rawles;9549
2524;2;Abra;50;Psychic;None;103;103;38;128;1509.0;5970;Bodybuilder♂ Rawles;9549
2524;3;Treecko;50;Grass;None;118;118;58;88;1509.0;5971;Bodybuilder♂ Rawles;9549
2524;4;Voltorb;50;Electric;None;118;118;73;78;1569.0;5972;Bodybuilder♂ Rawles;9549
2524;5;Staryu;50;Water;None;108;108;78;93;1599.0;5973;Bodybuilder♂ Rawles;9549
2525;0;Magnemite;50;Electric;Steel;103;103;93;118;1554.0;5974;Bodybuilder♀ Rogen;9954
2525;1;Voltorb;50;Electric;None;118;118;73;78;1569.0;5975;Bodybuilder♀ Rogen;9954
2525;2;Chinchou;50;Water;Electric;153;153;61;79;1569.0;5976;Bodybuilder♀ Rogen;9954
2525;3;Flaaffy;50;Electric;None;148;148;78;103;1674.0;5977;Bodybuilder♀ Rogen;9954
2525;4;Plusle;50;Electric;None;138;138;63;108;1794.0;5978;Bodybuilder♀ Rogen;9954
2525;5;Minun;50;Electric;None;138;138;73;98;1794.0;5979;Bodybuilder♀ Rogen;9954
2526;0;Relicanth;50;Water;Rock;178;178;153;68;2034.0;5980;Bodybuilder♂ Seet;10779
2526;1;Lairon;50;Steel;Rock;138;138;163;73;1869.0;5981;Bodybuilder♂ Seet;10779
2526;2;Sudowoodo;50;Rock;None;148;148;138;53;1809.0;5982;Bodybuilder♂ Seet;10779
2526;3;Beldum;50;Steel;Psychic;118;118;103;58;1479.0;5983;Bodybuilder♂ Seet;10779
2526;4;Graveler;50;Rock;Ground;133;133;138;68;1749.0;5984;Bodybuilder♂ Seet;10779
2526;5;Shelgon;50;Dragon;None;143;143;123;83;1839.0;5985;Bodybuilder♂ Seet;10779
2527;0;Mudkip;50;Water;None;128;128;73;73;1509.0;5986;Bodybuilder♀ Tiana;9306
2527;1;Totodile;50;Water;None;128;128;87;67;1521.0;5987;Bodybuilder♀ Tiana;9306
2527;2;Psyduck;50;Water;None;128;128;71;88;1539.0;5988;Bodybuilder♀ Tiana;9306
2527;3;Chinchou;50;Water;Electric;153;153;61;79;1569.0;5989;Bodybuilder♀ Tiana;9306
2527;4;Luvdisc;50;Water;None;121;121;78;63;1569.0;5990;Bodybuilder♀ Tiana;9306
2527;5;Staryu;50;Water;None;108;108;78;93;1599.0;5991;Bodybuilder♀ Tiana;9306
2528;0;Armaldo;50;Rock;Bug;153;153;123;93;2064.0;5992;Bodybuilder♀ Velis;11229
2528;1;Cradily;50;Rock;Grass;164;164;120;104;2064.0;5993;Bodybuilder♀ Velis;11229
2528;2;Nosepass;50;Rock;None;108;108;158;68;1704.0;5994;Bodybuilder♀ Velis;11229
2528;3;Corsola;50;Water;Rock;133;133;108;88;1719.0;5995;Bodybuilder♀ Velis;11229
2528;4;Sudowoodo;50;Rock;None;148;148;138;53;1809.0;5996;Bodybuilder♀ Velis;11229
2528;5;Lairon;50;Steel;Rock;138;138;163;73;1869.0;5997;Bodybuilder♀ Velis;11229
2529;0;Meditite;50;Fighting;Psychic;108;108;78;63;1419.0;5998;Bodybuilder♀ Yagon;8820
2529;1;Makuhita;50;Fighting;None;150;150;53;43;1290.0;5999;Bodybuilder♀ Yagon;8820
2529;2;Machop;50;Fighting;None;148;148;73;58;1494.0;6000;Bodybuilder♀ Yagon;8820
2529;3;Teddiursa;50;Normal;None;138;138;73;73;1569.0;6001;Bodybuilder♀ Yagon;8820
2529;4;Phanpy;50;Ground;None;168;168;83;63;1569.0;6002;Bodybuilder♀ Yagon;8820
2529;5;Geodude;50;Rock;Ground;118;118;123;53;1479.0;6003;Bodybuilder♀ Yagon;8820
2530;0;Medicham;50;Fighting;Psychic;138;138;98;83;1809.0;6004;Bodybuilder♂ Zicko;11844
2530;1;Dusclops;50;Ghost;None;118;118;153;83;1944.0;6005;Bodybuilder♂ Zicko;11844
2530;2;Azumarill;50;Water;Fairy;178;178;103;83;1839.0;6006;Bodybuilder♂ Zicko;11844
2530;3;Claydol;50;Ground;Psychic;138;138;128;93;2079.0;6007;Bodybuilder♂ Zicko;11844
2530;4;Machamp;50;Fighting;None;168;168;103;88;2094.0;6008;Bodybuilder♂ Zicko;11844
2530;5;Heracross;50;Bug;Fighting;158;158;98;63;2079.0;6009;Bodybuilder♂ Zicko;11844
2734;0;Caterpie;50;Bug;None;123;123;58;43;1164.0;6519;Bug Boy;8244
2734;1;Weedle;50;Bug;Poison;118;118;53;43;1164.0;6520;Bug Boy;8244
2734;2;Metapod;50;Bug;None;128;128;78;48;1194.0;6521;Bug Boy;8244
2734;3;Kakuna;50;Bug;Poison;123;123;73;48;1194.0;6522;Bug Boy;8244
2734;4;Beedrill;50;Bug;Poison;143;143;63;68;1764.0;6523;Bug Boy;8244
2734;5;Butterfree;50;Bug;Flying;138;138;73;113;1764.0;6524;Bug Boy;8244
2735;0;Paras;50;Bug;Grass;113;113;78;68;1434.0;6525;Bug Boy;9291
2735;1;Rattata;50;Normal;None;108;108;58;48;1338.0;6526;Bug Boy;9291
2735;2;Spearow;50;Normal;Flying;118;118;53;54;1365.0;6527;Bug Boy;9291
2735;3;Pidgeotto;50;Normal;Flying;141;141;78;73;1626.0;6528;Bug Boy;9291
2735;4;Beedrill;50;Bug;Poison;143;143;63;68;1764.0;6529;Bug Boy;9291
2735;5;Butterfree;50;Bug;Flying;138;138;73;113;1764.0;6530;Bug Boy;9291
2736;0;Yanma;50;Bug;Flying;143;143;68;98;1749.0;6531;Bug Catcher Chaz;9423
2736;1;Spinarak;50;Bug;Poison;118;118;63;63;1329.0;6532;Bug Catcher Chaz;9423
2736;2;Shuckle;50;Bug;Rock;98;98;253;33;2094.0;6533;Bug Catcher Chaz;9423
2736;3;Rattata;50;Normal;None;108;108;58;48;1338.0;6534;Bug Catcher Chaz;9423
2736;4;Paras;50;Bug;Grass;113;113;78;68;1434.0;6535;Bug Catcher Chaz;9423
2736;5;Geodude;50;Rock;Ground;118;118;123;53;1479.0;6536;Bug Catcher Chaz;9423
2737;0;Beedrill;50;Bug;Poison;143;143;63;68;1764.0;6537;Bug Catcher Chaz;10434
2737;1;Sunflora;50;Grass;None;153;153;78;128;1854.0;6538;Bug Catcher Chaz;10434
2737;2;Butterfree;50;Bug;Flying;138;138;73;113;1764.0;6539;Bug Catcher Chaz;10434
2737;3;Sandshrew;50;Ground;None;128;128;108;43;1479.0;6540;Bug Catcher Chaz;10434
2737;4;Yanma;50;Bug;Flying;143;143;68;98;1749.0;6541;Bug Catcher Chaz;10434
2737;5;Dunsparce;50;Normal;None;178;178;93;88;1824.0;6542;Bug Catcher Chaz;10434
2738;0;Ledyba;50;Bug;Flying;118;118;53;63;1374.0;6543;Bug Catcher Nelson;8274
2738;1;Spinarak;50;Bug;Poison;118;118;63;63;1329.0;6544;Bug Catcher Nelson;8274
2738;2;Caterpie;50;Bug;None;123;123;58;43;1164.0;6545;Bug Catcher Nelson;8274
2738;3;Weedle;50;Bug;Poison;118;118;53;43;1164.0;6546;Bug Catcher Nelson;8274
2738;4;Yanma;50;Bug;Flying;143;143;68;98;1749.0;6547;Bug Catcher Nelson;8274
2738;5;Venonat;50;Bug;Poison;138;138;73;63;1494.0;6548;Bug Catcher Nelson;8274
2739;0;Yanma;50;Bug;Flying;143;143;68;98;1749.0;6549;Bug Catcher Nelson;9894
2739;1;Scyther;50;Bug;Flying;148;148;103;78;2079.0;6550;Bug Catcher Nelson;9894
2739;2;Ledyba;50;Bug;Flying;118;118;53;63;1374.0;6551;Bug Catcher Nelson;9894
2739;3;Kakuna;50;Bug;Poison;123;123;73;48;1194.0;6552;Bug Catcher Nelson;9894
2739;4;Ariados;50;Bug;Poison;148;148;93;83;1749.0;6553;Bug Catcher Nelson;9894
2739;5;Weepinbell;50;Grass;Poison;143;143;73;108;1749.0;6554;Bug Catcher Nelson;9894
2740;0;Scyther;51;Bug;Flying;150;150;104;79;2148.12;6555;Bug Catcher Nelson;12309
2740;1;Butterfree;52;Bug;Flying;143;143;75;117;1893.84;6556;Bug Catcher Nelson;12309
2740;2;Parasect;52;Bug;Grass;143;143;106;86;1925.04;6557;Bug Catcher Nelson;12309
2740;3;Dunsparce;52;Normal;None;184;184;96;91;1959.36;6558;Bug Catcher Nelson;12309
2740;4;Heracross;52;Bug;Fighting;163;163;101;65;2233.92;6559;Bug Catcher Nelson;12309
2740;5;Pinsir;51;Bug;None;145;145;125;79;2151.18;6560;Bug Catcher Nelson;12309
2741;0;Ledian;51;Bug;Flying;135;135;74;79;1811.52;6561;Bug Catcher Nelson;11898
2741;1;Omastar;53;Rock;Water;156;156;156;145;2302.32;6562;Bug Catcher Nelson;11898
2741;2;Dodrio;51;Normal;Flying;140;140;94;84;2025.72;6563;Bug Catcher Nelson;11898
2741;3;Yanma;53;Bug;Flying;150;150;71;103;1942.98;6564;Bug Catcher Nelson;11898
2741;4;Venomoth;51;Bug;Poison;150;150;84;115;1995.12;6565;Bug Catcher Nelson;11898
2741;5;Beedrill;51;Bug;Poison;145;145;64;69;1823.76;6566;Bug Catcher Nelson;11898
2793;0;Ninetales;50;Fire;None;151;151;98;104;2094.0;6701;Burglar;10881
2793;1;Vulpix;50;Fire;None;116;116;63;73;1476.0;6702;Burglar;10881
2793;2;Ponyta;50;Fire;None;128;128;78;88;1809.0;6703;Burglar;10881
2793;3;Growlithe;50;Fire;None;133;133;68;93;1629.0;6704;Burglar;10881
2793;4;Charmeleon;50;Fire;None;136;136;81;103;1794.0;6705;Burglar;10881
2793;5;Rapidash;50;Fire;None;143;143;93;103;2079.0;6706;Burglar;10881
2794;0;Ninetales;50;Fire;None;151;151;98;104;2094.0;6707;Burglar;12588
2794;1;Weezing;50;Poison;None;143;143;143;108;2049.0;6708;Burglar;12588
2794;2;Arcanine;50;Fire;None;168;168;103;123;2244.0;6709;Burglar;12588
2794;3;Clefable;50;Fairy;None;173;173;96;118;2028.0;6710;Burglar;12588
2794;4;Machamp;50;Fighting;None;168;168;103;88;2094.0;6711;Burglar;12588
2794;5;Rapidash;50;Fire;None;143;143;93;103;2079.0;6712;Burglar;12588
2795;0;Persian;50;Normal;None;143;143;83;88;1899.0;6713;Burglar Jensen;11662
2795;1;Charmeleon;53;Fire;None;143;143;85;108;1993.86;6714;Burglar Jensen;11662
2795;2;Houndour;52;Dark;Fire;127;127;54;106;1681.68;6715;Burglar Jensen;11662
2795;3;Electabuzz;53;Electric;None;150;150;84;124;2286.42;6716;Burglar Jensen;11662
2795;4;Quilava;50;Fire;None;136;136;81;103;1794.0;6717;Burglar Jensen;11662
2795;5;Gligar;52;Ground;Flying;148;148;132;60;2009.28;6718;Burglar Jensen;11662
2797;0;Typhlosion;51;Fire;None;158;158;102;134;2258.28;6725;Burglar Jensen;12404
2797;1;Houndoom;51;Dark;Fire;155;155;74;135;2151.18;6726;Burglar Jensen;12404
2797;2;Magcargo;52;Fire;Rock;132;132;148;106;1937.52;6727;Burglar Jensen;12404
2797;3;Dugtrio;52;Ground;None;117;117;75;75;1925.04;6728;Burglar Jensen;12404
2797;4;Stantler;52;Normal;None;156;156;88;112;2124.72;6729;Burglar Jensen;12404
2797;5;Gligar;52;Ground;Flying;148;148;132;60;2009.28;6730;Burglar Jensen;12404
2798;0;Persian;51;Normal;None;145;145;84;89;1961.46;6731;Burglar Jensen;13085
2798;1;Steelix;50;Steel;Ground;153;153;223;78;2109.0;6732;Burglar Jensen;13085
2798;2;Murkrow;53;Dark;Flying;145;145;68;114;2000.22;6733;Burglar Jensen;13085
2798;3;Pinsir;51;Bug;None;145;145;125;79;2151.18;6734;Burglar Jensen;13085
2798;4;Gyarados;51;Water;Flying;176;176;103;84;2273.58;6735;Burglar Jensen;13085
2798;5;Moltres;53;Fire;Flying;177;177;119;156;2591.7;6736;Burglar Jensen;13085
2948;0;Meganium;50;Grass;None;158;158;123;106;2154.0;7024;Camper Cole;11649
2948;1;Parasect;50;Bug;Grass;138;138;103;83;1794.0;7025;Camper Cole;11649
2948;2;Weepinbell;50;Grass;Poison;143;143;73;108;1749.0;7026;Camper Cole;11649
2948;3;Jumpluff;50;Grass;Flying;153;153;93;78;1959.0;7027;Camper Cole;11649
2948;4;Sunflora;50;Grass;None;153;153;78;128;1854.0;7028;Camper Cole;11649
2948;5;Exeggutor;50;Grass;Psychic;173;173;108;148;2139.0;7029;Camper Cole;11649
2965;0;Dewgong;50;Water;Ice;168;168;103;93;2004.0;7084;Casual Guy Makel;12159
2965;1;Dugtrio;50;Ground;None;113;113;73;73;1794.0;7085;Casual Guy Makel;12159
2965;2;Pinsir;50;Bug;None;143;143;123;78;2079.0;7086;Casual Guy Makel;12159
2965;3;Kingler;50;Water;None;133;133;138;73;2004.0;7087;Casual Guy Makel;12159
2965;4;Nidoking;50;Poison;Ground;159;159;100;108;2094.0;7088;Casual Guy Makel;12159
2965;5;Lapras;50;Water;Ice;208;208;103;108;2184.0;7089;Casual Guy Makel;12159
3002;0;Gastly;50;Ghost;Poison;108;108;53;123;1509.0;7140;Medium;9186
3002;1;Vulpix;50;Fire;None;116;116;63;73;1476.0;7141;Medium;9186
3002;2;Zubat;50;Poison;Flying;118;118;58;53;1314.0;7142;Medium;9186
3002;3;Goldeen;50;Water;None;123;123;83;58;1539.0;7143;Medium;9186
3002;4;Tentacool;50;Water;Poison;118;118;58;73;1584.0;7144;Medium;9186
3002;5;Butterfree;50;Bug;Flying;138;138;73;113;1764.0;7145;Medium;9186
3003;0;Gastly;50;Ghost;Poison;108;108;53;123;1509.0;7146;Medium;9875
3003;1;Vulpix;50;Fire;None;116;116;63;73;1476.0;7147;Medium;9875
3003;2;Zubat;52;Poison;Flying;122;122;60;54;1407.12;7148;Medium;9875
3003;3;Lickitung;51;Normal;None;171;171;99;84;1790.1;7149;Medium;9875
3003;4;Butterfree;50;Bug;Flying;138;138;73;113;1764.0;7150;Medium;9875
3003;5;Seaking;50;Water;None;158;158;88;88;1929.0;7151;Medium;9875
3004;0;Haunter;51;Ghost;Poison;125;125;69;140;1857.42;7152;Medium;10809
3004;1;Gastly;51;Ghost;Poison;109;109;53;125;1557.54;7153;Medium;10809
3004;2;Seaking;51;Water;None;160;160;89;89;1992.06;7154;Medium;10809
3004;3;Golbat;51;Poison;Flying;155;155;94;89;2007.36;7155;Medium;10809
3004;4;Lickitung;51;Normal;None;171;171;99;84;1790.1;7156;Medium;10809
3004;5;Magnemite;51;Electric;Steel;104;104;94;120;1606.5;7157;Medium;10809
3005;0;Haunter;51;Ghost;Poison;125;125;69;140;1857.42;7158;Medium;11378
3005;1;Magmar;51;Fire;None;145;145;81;125;2138.94;7159;Medium;11378
3005;2;Zubat;51;Poison;Flying;120;120;59;53;1358.64;7160;Medium;11378
3005;3;Lickitung;51;Normal;None;171;171;99;84;1790.1;7161;Medium;11378
3005;4;Magneton;51;Electric;Steel;130;130;120;145;2041.02;7162;Medium;11378
3005;5;Tentacruel;51;Water;Poison;160;160;89;104;2194.02;7163;Medium;11378
3007;0;Gengar;51;Ghost;Poison;140;140;84;155;2148.12;7170;Medium;13064
3007;1;Lapras;50;Water;Ice;208;208;103;108;2184.0;7171;Medium;13064
3007;2;Golbat;53;Poison;Flying;161;161;98;92;2165.58;7172;Medium;13064
3007;3;Ninetales;52;Fire;None;156;156;101;107;2246.4;7173;Medium;13064
3007;4;Magneton;51;Electric;Steel;130;130;120;145;2041.02;7174;Medium;13064
3007;5;Aerodactyl;52;Rock;Flying;163;163;91;86;2280.72;7175;Medium;13064
3009;0;Gengar;50;Ghost;Poison;138;138;83;153;2079.0;7182;Medium;12833
3009;1;Haunter;51;Ghost;Poison;125;125;69;140;1857.42;7183;Medium;12833
3009;2;Golbat;53;Poison;Flying;161;161;98;92;2165.58;7184;Medium;12833
3009;3;Magmar;53;Fire;None;150;150;84;130;2302.32;7185;Medium;12833
3009;4;Ninetales;52;Fire;None;156;156;101;107;2246.4;7186;Medium;12833
3009;5;Lapras;50;Water;Ice;208;208;103;108;2184.0;7187;Medium;12833
3010;0;Gastly;50;Ghost;Poison;108;108;53;123;1509.0;7188;Medium;11184
3010;1;Haunter;50;Ghost;Poison;123;123;68;138;1794.0;7189;Medium;11184
3010;2;Gengar;50;Ghost;Poison;138;138;83;153;2079.0;7190;Medium;11184
3010;3;Golbat;50;Poison;Flying;153;153;93;88;1944.0;7191;Medium;11184
3010;4;Lickitung;50;Normal;None;168;168;98;83;1734.0;7192;Medium;11184
3010;5;Tentacruel;50;Water;Poison;158;158;88;103;2124.0;7193;Medium;11184
3011;0;Lapras;50;Water;Ice;208;208;103;108;2184.0;7194;Medium;12129
3011;1;Magmar;50;Fire;None;143;143;80;123;2064.0;7195;Medium;12129
3011;2;Gengar;50;Ghost;Poison;138;138;83;153;2079.0;7196;Medium;12129
3011;3;Golbat;50;Poison;Flying;153;153;93;88;1944.0;7197;Medium;12129
3011;4;Lickitung;50;Normal;None;168;168;98;83;1734.0;7198;Medium;12129
3011;5;Tentacruel;50;Water;Poison;158;158;88;103;2124.0;7199;Medium;12129
3041;0;Misdreavus;50;Ghost;None;138;138;83;108;1884.0;7288;Chaser♂ Bano;11289
3041;1;Wobbuffet;50;Psychic;None;268;268;81;56;1794.0;7289;Chaser♂ Bano;11289
3041;2;Quagsire;50;Water;Ground;173;173;108;88;1869.0;7290;Chaser♂ Bano;11289
3041;3;Swellow;50;Normal;Flying;138;138;83;73;1869.0;7291;Chaser♂ Bano;11289
3041;4;Golbat;50;Poison;Flying;153;153;93;88;1944.0;7292;Chaser♂ Bano;11289
3041;5;Sandslash;50;Ground;None;153;153;133;68;1929.0;7293;Chaser♂ Bano;11289
3042;0;Poochyena;50;Dark;None;113;113;58;53;1239.0;7294;Chaser♀ Busen;7833
3042;1;Zigzagoon;50;Normal;None;116;116;64;53;1299.0;7295;Chaser♀ Busen;7833
3042;2;Ralts;50;Psychic;Fairy;106;106;48;68;1173.0;7296;Chaser♀ Busen;7833
3042;3;Skitty;50;Normal;None;128;128;68;58;1359.0;7297;Chaser♀ Busen;7833
3042;4;Whismur;50;Normal;None;142;142;46;74;1299.0;7298;Chaser♀ Busen;7833
3042;5;Shroomish;50;Grass;None;138;138;83;63;1464.0;7299;Chaser♀ Busen;7833
3044;0;Zangoose;50;Normal;None;151;151;83;83;1953.0;7306;Chaser♂ Defren;12168
3044;1;Corsola;50;Water;Rock;133;133;108;88;1719.0;7307;Chaser♂ Defren;12168
3044;2;Donphan;50;Ground;None;168;168;143;83;2079.0;7308;Chaser♂ Defren;12168
3044;3;Milotic;50;Water;None;173;173;102;123;2199.0;7309;Chaser♂ Defren;12168
3044;4;Meganium;50;Grass;None;158;158;123;106;2154.0;7310;Chaser♂ Defren;12168
3044;5;Cradily;50;Rock;Grass;164;164;120;104;2064.0;7311;Chaser♂ Defren;12168
3046;0;Milotic;50;Water;None;173;173;102;123;2199.0;7318;Chaser♂ Faul;12423
3046;1;Houndoom;50;Dark;Fire;153;153;73;133;2079.0;7319;Chaser♂ Faul;12423
3046;2;Claydol;50;Ground;Psychic;138;138;128;93;2079.0;7320;Chaser♂ Faul;12423
3046;3;Starmie;50;Water;Psychic;138;138;108;123;2139.0;7321;Chaser♂ Faul;12423
3046;4;Magneton;50;Electric;Steel;128;128;118;143;1974.0;7322;Chaser♂ Faul;12423
3046;5;Seviper;50;Poison;None;151;151;83;123;1953.0;7323;Chaser♂ Faul;12423
3047;0;Corphish;50;Water;None;121;121;88;73;1503.0;7324;Chaser♀ Gucio;9222
3047;1;Barboach;50;Water;Ground;128;128;66;69;1443.0;7325;Chaser♀ Gucio;9222
3047;2;Wailmer;50;Water;None;208;208;58;93;1779.0;7326;Chaser♀ Gucio;9222
3047;3;Carvanha;50;Water;Dark;123;123;43;88;1494.0;7327;Chaser♀ Gucio;9222
3047;4;Goldeen;50;Water;None;123;123;83;58;1539.0;7328;Chaser♀ Gucio;9222
3047;5;Horsea;50;Water;None;108;108;93;93;1464.0;7329;Chaser♀ Gucio;9222
3048;0;Nosepass;50;Rock;None;108;108;158;68;1704.0;7330;Chaser♂ Klame;10389
3048;1;Clamperl;50;Water;None;113;113;108;97;1614.0;7331;Chaser♂ Klame;10389
3048;2;Machoke;50;Fighting;None;158;158;93;73;1794.0;7332;Chaser♂ Klame;10389
3048;3;Ariados;50;Bug;Poison;148;148;93;83;1749.0;7333;Chaser♂ Klame;10389
3048;4;Medicham;50;Fighting;Psychic;138;138;98;83;1809.0;7334;Chaser♂ Klame;10389
3048;5;Delcatty;50;Normal;None;148;148;88;78;1719.0;7335;Chaser♂ Klame;10389
3049;0;Typhlosion;50;Fire;None;156;156;101;132;2181.0;7336;Chaser♂ Krigon;11931
3049;1;Misdreavus;50;Ghost;None;138;138;83;108;1884.0;7337;Chaser♂ Krigon;11931
3049;2;Camerupt;50;Fire;Ground;148;148;93;128;1959.0;7338;Chaser♂ Krigon;11931
3049;3;Lunatone;50;Rock;Psychic;148;148;88;118;1899.0;7339;Chaser♂ Krigon;11931
3049;4;Ampharos;50;Electric;None;168;168;108;138;2109.0;7340;Chaser♂ Krigon;11931
3049;5;Solrock;50;Rock;Psychic;148;148;108;78;1899.0;7341;Chaser♂ Krigon;11931
3050;0;Delibird;50;Ice;Flying;123;123;68;88;1569.0;7342;Chaser♂ Mandev;9399
3050;1;Flaaffy;50;Electric;None;148;148;78;103;1674.0;7343;Chaser♂ Mandev;9399
3050;2;Spoink;50;Psychic;None;138;138;58;93;1569.0;7344;Chaser♂ Mandev;9399
3050;3;Swablu;50;Normal;Flying;123;123;83;63;1509.0;7345;Chaser♂ Mandev;9399
3050;4;Tentacool;50;Water;Poison;118;118;58;73;1584.0;7346;Chaser♂ Mandev;9399
3050;5;Numel;50;Fire;Ground;138;138;63;88;1494.0;7347;Chaser♂ Mandev;9399
3051;0;Wooper;50;Water;Ground;133;133;68;48;1209.0;7348;Chaser♂ Renfar;7830
3051;1;Shroomish;50;Grass;None;138;138;83;63;1464.0;7349;Chaser♂ Renfar;7830
3051;2;Marill;50;Water;Fairy;148;148;73;43;1329.0;7350;Chaser♂ Renfar;7830
3051;3;Makuhita;50;Fighting;None;150;150;53;43;1290.0;7351;Chaser♂ Renfar;7830
3051;4;Lotad;50;Water;Grass;118;118;53;63;1239.0;7352;Chaser♂ Renfar;7830
3051;5;Whismur;50;Normal;None;142;142;46;74;1299.0;7353;Chaser♂ Renfar;7830
3052;0;Weezing;50;Poison;None;143;143;143;108;2049.0;7354;Chaser♂ Slaben;12309
3052;1;Muk;50;Poison;None;183;183;98;88;2079.0;7355;Chaser♂ Slaben;12309
3052;2;Claydol;50;Ground;Psychic;138;138;128;93;2079.0;7356;Chaser♂ Slaben;12309
3052;3;Golem;50;Rock;Ground;158;158;153;78;2064.0;7357;Chaser♂ Slaben;12309
3052;4;Shiftry;50;Grass;Dark;168;168;83;113;2019.0;7358;Chaser♂ Slaben;12309
3052;5;Ludicolo;50;Water;Grass;158;158;93;113;2019.0;7359;Chaser♂ Slaben;12309
3057;0;Scizor;50;Bug;Steel;148;148;123;78;2079.0;7369;Chaser♂ Daks;12354
3057;1;Electabuzz;50;Electric;None;143;143;80;118;2049.0;7370;Chaser♂ Daks;12354
3057;2;Quagsire;50;Water;Ground;173;173;108;88;1869.0;7371;Chaser♂ Daks;12354
3057;3;Arcanine;50;Fire;None;168;168;103;123;2244.0;7372;Chaser♂ Daks;12354
3057;4;Walrein;50;Ice;Water;188;188;113;118;2169.0;7373;Chaser♂ Daks;12354
3057;5;Primeape;50;Fighting;None;143;143;83;83;1944.0;7374;Chaser♂ Daks;12354
3075;0;Sharpedo;50;Water;Dark;148;148;63;118;1959.0;7431;Chaser♀ Navu;12063
3075;1;Hitmonlee;50;Fighting;None;128;128;76;58;1944.0;7432;Chaser♀ Navu;12063
3075;2;Zangoose;50;Normal;None;151;151;83;83;1953.0;7433;Chaser♀ Navu;12063
3075;3;Victreebel;50;Grass;Poison;158;158;88;123;2049.0;7434;Chaser♀ Navu;12063
3075;4;Golem;50;Rock;Ground;158;158;153;78;2064.0;7435;Chaser♀ Navu;12063
3075;5;Nidoqueen;50;Poison;Ground;168;168;110;98;2094.0;7436;Chaser♀ Navu;12063
