"county","party","candidate","votes","primary_education","secondary_education","higher_education"
Clinton,Republican,Donald Trump,3252,15.299999999999997,71.7,13.0
Alameda,Democrat,Hillary Clinton,107102,13.599999999999994,44.60000000000001,41.8
Washington,Republican,Donald Trump,11970,14.200000000000003,66.3,19.5
Warren,Democrat,Hillary Clinton,468,26.799999999999997,65.9,7.3
Banner,Republican,Donald Trump,108,8.700000000000003,75.5,15.8
Powell,Democrat,Bernie Sanders,744,29.0,59.1,11.9
Wilkinson,Democrat,Hillary Clinton,832,20.299999999999997,71.5,8.2
Loudoun,Democrat,Hillary Clinton,21171,6.200000000000003,35.9,57.9
Taney,Republican,Donald Trump,5086,15.299999999999997,66.1,18.6
Grundy,Republican,Donald Trump,3625,8.299999999999997,71.5,20.2
LaGrange,Republican,Donald Trump,2571,37.9,51.8,10.3
Monongalia,Democrat,Bernie Sanders,8096,9.299999999999997,52.6,38.1
Dawson,Republican,Donald Trump,2649,14.200000000000003,61.4,24.4
Grand Traverse,Democrat,Bernie Sanders,8091,6.700000000000003,62.9,30.4
Tuscola,Republican,Donald Trump,3750,13.200000000000003,74.1,12.7
Pope,Republican,Donald Trump,507,12.400000000000006,74.1,13.5
Liberty,Democrat,Hillary Clinton,2783,9.099999999999994,70.7,20.2
Butte,Republican,Ted Cruz,275,10.799999999999997,71.30000000000001,17.9
Gordon,Republican,Donald Trump,4339,26.599999999999994,59.2,14.2
Door,Democrat,Bernie Sanders,3417,5.900000000000006,65.1,29.0
Ohio,Republican,Donald Trump,786,14.599999999999994,72.30000000000001,13.1
Long,Republican,Donald Trump,633,15.0,71.0,14.0
Nevada,Democrat,Bernie Sanders,8472,5.700000000000003,62.0,32.3
East Baton Rouge,Democrat,Hillary Clinton,32960,11.5,54.3,34.2
Day,Democrat,Hillary Clinton,343,12.700000000000003,70.9,16.4
Hendricks,Republican,Donald Trump,18555,6.5,61.3,32.2
Crawford,Republican,Donald Trump,930,21.299999999999997,65.7,13.0
Adams,Republican,Donald Trump,5233,10.299999999999997,68.4,21.3
Putnam,Republican,Donald Trump,4087,14.099999999999994,69.7,16.2
Clay,Democrat,Hillary Clinton,960,23.900000000000006,66.6,9.5
Henry,Republican,Ted Cruz,379,8.700000000000003,71.3,20.0
Sanilac,Republican,Donald Trump,3279,13.200000000000003,75.39999999999999,11.4
Stone,Republican,Donald Trump,993,21.099999999999994,64.7,14.2
Johnson,Republican,Donald Trump,17218,9.0,64.2,26.8
Cochise,Republican,Donald Trump,6339,14.200000000000003,63.3,22.5
Trempealeau,Democrat,Bernie Sanders,2429,12.400000000000006,70.1,17.5
Ottawa,Republican,Ted Cruz,23862,9.099999999999994,60.900000000000006,30.0
Rio Grande,Democrat,Bernie Sanders,59,15.900000000000006,63.8,20.3
Benton,Democrat,Bernie Sanders,11567,5.400000000000006,44.599999999999994,50.0
Montgomery,Democrat,Bernie Sanders,192,12.599999999999994,72.30000000000001,15.1
Jennings,Republican,Donald Trump,3361,14.700000000000003,75.7,9.6
Summit,Democrat,Bernie Sanders,419,4.299999999999997,48.0,47.7
Somerset,Republican,Donald Trump,1686,20.400000000000006,65.39999999999999,14.2
Monroe,Republican,Donald Trump,2262,20.5,60.8,18.7
Conejos,Democrat,Hillary Clinton,73,17.400000000000006,63.49999999999999,19.1
Rockdale,Democrat,Hillary Clinton,7930,13.799999999999997,60.2,26.0
Custer,Republican,Donald Trump,430,10.400000000000006,63.3,26.3
Ringgold,Democrat,Hillary Clinton,132,11.5,70.9,17.6
Brown,Republican,Donald Trump,502,18.5,69.3,12.2
West Carroll,Republican,Ted Cruz,342,28.599999999999994,61.900000000000006,9.5
Upson,Republican,Donald Trump,1910,22.400000000000006,66.19999999999999,11.4
Liberty,Republican,Donald Trump,387,24.5,54.9,20.6
Montcalm,Republican,Donald Trump,3051,12.599999999999994,74.0,13.4
Black Hawk,Democrat,Bernie Sanders,3647,10.5,64.2,25.3
Big Horn,Republican,Donald Trump,1087,15.5,69.0,15.5
Rio Arriba,Democrat,Hillary Clinton,4915,20.799999999999997,62.800000000000004,16.4
Washington,Democrat,Bernie Sanders,12,9.599999999999994,71.9,18.5
Calhoun,Republican,Donald Trump,1323,31.799999999999997,58.7,9.5
Escambia,Republican,Donald Trump,20856,12.099999999999994,64.2,23.7
Yolo,Democrat,Hillary Clinton,12567,15.700000000000003,46.4,37.9
Wilkinson,Democrat,Hillary Clinton,1269,28.099999999999994,60.10000000000001,11.8
Rankin,Republican,Donald Trump,13729,11.099999999999994,60.400000000000006,28.5
Roscommon,Republican,Donald Trump,2257,14.900000000000006,72.19999999999999,12.9
Larimer,Democrat,Bernie Sanders,6664,5.599999999999994,50.60000000000001,43.8
Scott,Republican,Donald Trump,1929,21.299999999999997,67.2,11.5
Union,Democrat,Hillary Clinton,1690,21.900000000000006,65.19999999999999,12.9
Franklin,Democrat,Bernie Sanders,5398,13.900000000000006,59.3,26.8
Northampton,Democrat,Hillary Clinton,868,21.900000000000006,57.89999999999999,20.2
Sacramento,Democrat,Hillary Clinton,68248,14.099999999999994,57.900000000000006,28.0
Jefferson,Republican,Donald Trump,1648,5.700000000000003,60.8,33.5
Orangeburg,Democrat,Hillary Clinton,11819,20.700000000000003,60.699999999999996,18.6
Carroll,Republican,Donald Trump,1004,16.099999999999994,68.30000000000001,15.6
Osceola,Republican,Ted Cruz,113,13.700000000000003,70.7,15.6
Little River,Democrat,Hillary Clinton,721,16.599999999999994,72.80000000000001,10.6
Telfair,Republican,Donald Trump,626,26.099999999999994,63.00000000000001,10.9
Decatur,Republican,Donald Trump,3319,12.900000000000006,73.39999999999999,13.7
Lewis,Republican,Donald Trump,286,11.700000000000003,72.1,16.2
Bent,Democrat,Hillary Clinton,26,20.599999999999994,70.60000000000001,8.8
Letcher,Democrat,Bernie Sanders,1788,25.200000000000003,63.3,11.5
Poinsett,Republican,Donald Trump,1036,26.700000000000003,64.7,8.6
Greene,Republican,Donald Trump,2103,17.200000000000003,68.1,14.7
Oakland,Democrat,Hillary Clinton,92296,7.299999999999997,49.6,43.1
Forsyth,Democrat,Hillary Clinton,24446,13.0,55.1,31.9
Dearborn,Republican,Donald Trump,6617,11.0,71.4,17.6
Philadelphia,Democrat,Hillary Clinton,212785,18.799999999999997,57.300000000000004,23.9
Fillmore,Republican,Donald Trump,574,7.5,74.3,18.2
Henry,Republican,Donald Trump,1778,19.900000000000006,63.49999999999999,16.6
Lincoln,Republican,Donald Trump,4144,14.799999999999997,71.0,14.2
Madison,Republican,Ted Cruz,452,5.799999999999997,72.7,21.5
Randolph,Democrat,Bernie Sanders,2492,17.200000000000003,63.699999999999996,19.1
Anne Arundel,Democrat,Hillary Clinton,35659,9.299999999999997,53.6,37.1
Montgomery,Republican,Donald Trump,712,17.700000000000003,66.8,15.5
Bladen,Democrat,Hillary Clinton,3442,25.299999999999997,64.2,10.5
Cheyenne,Democrat,Hillary Clinton,5,13.0,65.7,21.3
Independence,Republican,Donald Trump,2077,17.5,68.1,14.4
Mohave,Republican,Donald Trump,14154,16.200000000000003,71.89999999999999,11.9
Madera,Republican,Donald Trump,8247,31.5,54.9,13.6
Claiborne,Democrat,Hillary Clinton,1411,19.099999999999994,62.300000000000004,18.6
Calhoun,Democrat,Bernie Sanders,803,23.400000000000006,66.39999999999999,10.2
Fremont,Republican,Donald Trump,182,8.299999999999997,71.2,20.5
Columbia,Democrat,Bernie Sanders,3302,12.799999999999997,59.0,28.2
Blount,Republican,Donald Trump,7390,23.0,64.9,12.1
La Paz,Republican,Donald Trump,940,24.700000000000003,66.0,9.3
Laramie,Democrat,Hillary Clinton,26,6.700000000000003,68.19999999999999,25.1
Barren,Democrat,Bernie Sanders,2653,20.799999999999997,64.5,14.7
Baxter,Republican,Donald Trump,3798,12.400000000000006,71.1,16.5
Delta,Democrat,Bernie Sanders,417,12.200000000000003,69.5,18.3
Bayfield,Democrat,Bernie Sanders,2604,6.799999999999997,64.7,28.5
Pitkin,Democrat,Bernie Sanders,421,4.0,39.2,56.8
Montgomery,Republican,Donald Trump,2269,14.900000000000006,73.0,12.1
Highlands,Republican,Donald Trump,7480,19.0,66.1,14.9
Baker,Republican,Donald Trump,2163,19.900000000000006,70.1,10.0
Sedgwick,Democrat,Hillary Clinton,13,13.200000000000003,71.8,15.0
Keya Paha,Republican,Donald Trump,203,8.0,74.8,17.2
Kane,Democrat,Bernie Sanders,31085,17.200000000000003,51.099999999999994,31.7
Cleveland,Republican,Ted Cruz,550,15.200000000000003,71.0,13.8
Butler,Republican,Donald Trump,564,24.5,67.3,8.2
Brooklyn,Democrat,Hillary Clinton,174236,21.5,47.9,30.6
Jackson,Republican,Donald Trump,5484,18.900000000000006,61.599999999999994,19.5
Lapeer,Republican,Donald Trump,7446,9.799999999999997,73.2,17.0
Montrose,Democrat,Bernie Sanders,258,14.299999999999997,61.2,24.5
Uvalde,Democrat,Hillary Clinton,1740,30.900000000000006,54.599999999999994,14.5
Rowan,Democrat,Bernie Sanders,1363,22.900000000000006,53.3,23.8
Missoula,Democrat,Bernie Sanders,13271,5.5,55.4,39.1
Mercer,Republican,Donald Trump,455,12.299999999999997,74.8,12.9
Missaukee,Republican,Donald Trump,1221,14.0,73.0,13.0
Braxton,Democrat,Bernie Sanders,1321,22.200000000000003,66.6,11.2
Swain,Democrat,Bernie Sanders,831,17.900000000000006,65.8,16.3
Bronx,Democrat,Hillary Clinton,95772,30.099999999999994,51.800000000000004,18.1
Clark,Republican,Donald Trump,10635,13.799999999999997,67.30000000000001,18.9
Keokuk,Democrat,Hillary Clinton,250,11.799999999999997,74.8,13.4
Warren,Democrat,Hillary Clinton,2827,23.5,63.0,13.5
Washington,Democrat,Hillary Clinton,1663,22.900000000000006,65.89999999999999,11.2
Silver Bow,Democrat,Hillary Clinton,4089,9.099999999999994,68.7,22.2
Chattahoochee,Democrat,Hillary Clinton,182,7.5,65.0,27.5
Hot Springs,Democrat,Bernie Sanders,1,14.099999999999994,68.0,17.9
Warren,Republican,Donald Trump,1018,12.200000000000003,66.9,20.9
Harrison,Republican,Donald Trump,12555,14.400000000000006,64.89999999999999,20.7
Shelby,Democrat,Hillary Clinton,2195,15.0,61.2,23.8
Barry,Republican,Ted Cruz,3189,17.799999999999997,68.9,13.3
Lincoln,Democrat,Hillary Clinton,3,7.0,72.0,21.0
East Carroll,Democrat,Hillary Clinton,508,34.2,56.599999999999994,9.2
Teller,Democrat,Bernie Sanders,219,6.400000000000006,61.99999999999999,31.6
Cullman,Republican,Donald Trump,10618,20.200000000000003,65.0,14.8
Choctaw,Republican,Donald Trump,765,21.700000000000003,65.7,12.6
Jefferson,Republican,Donald Trump,17781,12.599999999999994,70.0,17.4
Dunklin,Republican,Donald Trump,1781,27.700000000000003,60.9,11.4
Tulare,Republican,Donald Trump,15334,32.0,54.7,13.3
Gage,Republican,Donald Trump,1407,9.799999999999997,70.2,20.0
Crittenden,Democrat,Bernie Sanders,344,21.0,67.6,11.4
Hoke,Democrat,Hillary Clinton,3528,16.0,66.8,17.2
Marion,Democrat,Hillary Clinton,59649,15.5,57.1,27.4
San Francisco,Democrat,Hillary Clinton,85070,13.700000000000003,33.9,52.4
Van Buren,Republican,Donald Trump,1198,18.599999999999994,67.80000000000001,13.6
Benton,Republican,Donald Trump,2278,17.099999999999994,72.10000000000001,10.8
St. Clair,Republican,Donald Trump,8596,18.0,66.5,15.5
Hardee,Republican,Donald Trump,1113,35.8,55.400000000000006,8.8
Lemhi,Republican,Donald Trump,757,9.599999999999994,66.60000000000001,23.8
Pulaski,Republican,Donald Trump,2802,9.900000000000006,68.69999999999999,21.4
Osage,Republican,Donald Trump,1316,11.400000000000006,73.19999999999999,15.4
Mercer,Republican,Ted Cruz,1073,9.5,75.8,14.7
Randolph,Republican,Donald Trump,735,19.599999999999994,68.10000000000001,12.3
Johnson,Republican,Donald Trump,1338,20.299999999999997,65.0,14.7
Choctaw,Democrat,Hillary Clinton,1772,24.799999999999997,63.400000000000006,11.8
Colquitt,Republican,Donald Trump,2967,27.900000000000006,58.99999999999999,13.1
Butler,Democrat,Hillary Clinton,2196,23.700000000000003,62.3,14.0
Newton,Republican,Donald Trump,1794,16.700000000000003,68.6,14.7
Lawrence,Democrat,Bernie Sanders,659,27.099999999999994,62.10000000000001,10.8
Vanderburgh,Republican,Donald Trump,14544,10.799999999999997,66.6,22.6
Martin,Republican,Donald Trump,16065,11.200000000000003,58.9,29.9
Lafayette,Democrat,Bernie Sanders,1330,10.200000000000003,73.3,16.5
Terrell,Democrat,Hillary Clinton,804,34.400000000000006,56.89999999999999,8.7
Lincoln,Democrat,Hillary Clinton,20,18.5,65.9,15.6
Latah,Republican,Ted Cruz,2134,4.700000000000003,51.199999999999996,44.1
DuPage,Democrat,Bernie Sanders,65159,7.900000000000006,45.8,46.3
Refugio,Democrat,Hillary Clinton,549,21.400000000000006,67.39999999999999,11.2
Johnson,Republican,Donald Trump,684,24.200000000000003,64.3,11.5
St. Martin,Democrat,Hillary Clinton,1869,22.900000000000006,63.8,13.3
Harrison,Republican,Donald Trump,755,17.299999999999997,73.10000000000001,9.6
Twin Falls,Republican,Ted Cruz,4717,16.299999999999997,67.4,16.3
McLean,Democrat,Bernie Sanders,628,20.0,69.7,10.3
Costilla,Democrat,Hillary Clinton,64,23.5,57.0,19.5
Cherry,Republican,Donald Trump,1220,7.5,71.2,21.3
Carroll,Republican,Ted Cruz,0,15.400000000000006,67.3,17.3
Clay,Democrat,Bernie Sanders,303,6.900000000000006,74.69999999999999,18.4
Fulton,Democrat,Hillary Clinton,701,16.299999999999997,73.7,10.0
Bulloch,Republican,Donald Trump,3111,14.099999999999994,58.2,27.7
Jones,Republican,Donald Trump,2318,11.299999999999997,70.9,17.8
Sheridan,Republican,Donald Trump,499,9.299999999999997,67.30000000000001,23.4
San Bernardino,Democrat,Hillary Clinton,71246,21.799999999999997,59.5,18.7
Kalkaska,Republican,Donald Trump,1724,14.099999999999994,73.80000000000001,12.1
Taylor,Republican,Donald Trump,550,23.599999999999994,66.30000000000001,10.1
Linn,Republican,Donald Trump,955,12.5,74.8,12.7
George,Republican,Donald Trump,2245,16.200000000000003,73.5,10.3
Allegan,Republican,Ted Cruz,7530,10.0,69.8,20.2
Fountain,Republican,Donald Trump,2742,14.5,73.6,11.9
Oconee,Republican,Donald Trump,2871,8.700000000000003,48.199999999999996,43.1
Santa Cruz,Democrat,Hillary Clinton,2496,27.5,52.7,19.8
Lawrence,Republican,Donald Trump,5971,15.900000000000006,70.39999999999999,13.7
Benewah,Republican,Ted Cruz,671,12.599999999999994,74.0,13.4
Manassas,Democrat,Hillary Clinton,1812,17.400000000000006,53.89999999999999,28.7
Uinta,Democrat,Bernie Sanders,5,10.799999999999997,70.30000000000001,18.9
Washington,Democrat,Hillary Clinton,1741,23.799999999999997,65.10000000000001,11.1
Fresno,Republican,Donald Trump,37672,26.900000000000006,53.49999999999999,19.6
Polk,Republican,Donald Trump,1895,14.900000000000006,72.8,12.3
Jay,Republican,Donald Trump,2194,15.900000000000006,74.1,10.0
Tattnall,Republican,Donald Trump,1089,24.900000000000006,63.49999999999999,11.6
Iron,Republican,Donald Trump,868,10.799999999999997,70.80000000000001,18.4
Polk,Republican,Donald Trump,33187,17.599999999999994,64.30000000000001,18.1
Mecklenburg,Democrat,Hillary Clinton,71265,11.200000000000003,48.099999999999994,40.7
Cascade,Republican,Donald Trump,8129,9.200000000000003,66.19999999999999,24.6
Hart,Democrat,Bernie Sanders,1062,28.799999999999997,62.400000000000006,8.8
Macon,Democrat,Hillary Clinton,977,29.5,60.4,10.1
Franklin,Republican,Donald Trump,761,18.900000000000006,69.8,11.3
Carroll,Republican,Donald Trump,1268,11.099999999999994,73.80000000000001,15.1
Christian,Republican,Ted Cruz,10586,8.400000000000006,65.69999999999999,25.9
Delaware,Democrat,Hillary Clinton,44775,8.200000000000003,56.8,35.0
Halifax,Democrat,Hillary Clinton,6224,24.200000000000003,64.0,11.8
Phillips,Democrat,Bernie Sanders,18,14.400000000000006,68.8,16.8
Marion,Republican,Ted Cruz,1011,7.599999999999994,67.4,25.0
Fredericksburg,Democrat,Hillary Clinton,1396,9.700000000000003,55.199999999999996,35.1
Mercer,Democrat,Hillary Clinton,29505,12.700000000000003,48.5,38.8
Mason,Republican,Donald Trump,896,14.599999999999994,71.2,14.2
Sublette,Democrat,Bernie Sanders,3,4.400000000000006,72.3,23.3
Rosebud,Republican,Donald Trump,959,10.900000000000006,66.8,22.3
Shelby,Democrat,Hillary Clinton,66465,14.0,57.0,29.0
St. Charles,Democrat,Hillary Clinton,2245,14.099999999999994,66.2,19.7
Worth,Republican,Donald Trump,224,7.099999999999994,77.30000000000001,15.6
Chesterfield,Democrat,Hillary Clinton,2209,25.099999999999994,62.300000000000004,12.6
Love,Democrat,Bernie Sanders,502,16.599999999999994,69.0,14.4
Ouachita,Democrat,Hillary Clinton,8995,15.299999999999997,61.800000000000004,22.9
Routt,Democrat,Bernie Sanders,406,3.0999999999999943,48.900000000000006,48.0
Foard,Democrat,Bernie Sanders,112,22.0,56.2,21.8
Niobrara,Democrat,Bernie Sanders,2,9.099999999999994,72.4,18.5
Lincoln,Democrat,Hillary Clinton,1692,14.900000000000006,50.699999999999996,34.4
Mono,Democrat,Bernie Sanders,917,16.200000000000003,54.0,29.8
Miller,Republican,Donald Trump,555,20.099999999999994,68.0,11.9
Menifee,Democrat,Bernie Sanders,323,27.700000000000003,60.199999999999996,12.1
Benzie,Democrat,Bernie Sanders,1650,9.700000000000003,65.4,24.9
Natchitoches,Democrat,Hillary Clinton,2545,18.5,59.9,21.6
Los Alamos,Democrat,Hillary Clinton,1424,3.0,33.6,63.4
Geneva,Republican,Donald Trump,3106,22.799999999999997,66.8,10.4
Shoshone,Republican,Donald Trump,632,15.200000000000003,71.3,13.5
Florence,Democrat,Hillary Clinton,9411,17.400000000000006,61.3,21.3
Gunnison,Democrat,Bernie Sanders,481,6.700000000000003,38.8,54.5
Clinton,Republican,Donald Trump,2522,11.299999999999997,68.4,20.3
Marshall,Democrat,Bernie Sanders,2308,14.900000000000006,69.8,15.3
Wayne,Democrat,Bernie Sanders,2898,22.299999999999997,66.2,11.5
Miami,Republican,Donald Trump,3286,16.700000000000003,72.7,10.6
Camas,Republican,Donald Trump,130,15.700000000000003,62.0,22.3
Newport News,Democrat,Hillary Clinton,12495,10.799999999999997,65.30000000000001,23.9
Pontotoc,Republican,Ted Cruz,2498,23.599999999999994,64.4,12.0
Cherokee,Democrat,Bernie Sanders,2897,14.900000000000006,60.599999999999994,24.5
Otoe,Republican,Donald Trump,1255,8.099999999999994,68.7,23.2
Muskogee,Democrat,Bernie Sanders,3515,15.099999999999994,67.0,17.9
Madison,Republican,Donald Trump,12487,13.0,70.3,16.7
Stewart,Democrat,Hillary Clinton,460,36.9,53.1,10.0
Beaufort,Democrat,Hillary Clinton,9945,8.700000000000003,53.699999999999996,37.6
Talbot,Republican,Donald Trump,3104,11.0,55.7,33.3
Washington,Republican,Donald Trump,1666,28.400000000000006,63.199999999999996,8.4
Muscatine,Democrat,Bernie Sanders,972,15.400000000000006,68.39999999999999,16.2
Gwinnett,Democrat,Hillary Clinton,37465,13.0,53.1,33.9
Lucas,Democrat,Hillary Clinton,32137,12.200000000000003,64.4,23.4
Collier,Republican,Donald Trump,30071,14.200000000000003,54.099999999999994,31.7
Butler,Republican,Donald Trump,910,9.0,76.9,14.1
Roberts,Democrat,Bernie Sanders,397,12.299999999999997,71.2,16.5
Logan,Democrat,Bernie Sanders,3201,23.599999999999994,67.2,9.2
Dodge,Republican,Donald Trump,2760,14.0,67.3,18.7
Jefferson,Republican,Donald Trump,3077,16.099999999999994,66.10000000000001,17.8
Fremont,Democrat,Bernie Sanders,268,15.900000000000006,68.5,15.6
Faulkner,Republican,Ted Cruz,6228,10.599999999999994,62.2,27.2
Jefferson,Republican,Donald Trump,533,10.900000000000006,75.6,13.5
Ouray,Democrat,Bernie Sanders,156,1.5999999999999943,50.900000000000006,47.5
Gem,Republican,Ted Cruz,1391,13.700000000000003,70.5,15.8
Cotton,Democrat,Bernie Sanders,388,14.200000000000003,71.1,14.7
Morgan,Republican,Donald Trump,2378,11.900000000000006,67.39999999999999,20.7
Carter,Republican,Donald Trump,623,25.299999999999997,60.900000000000006,13.8
Hancock,Democrat,Hillary Clinton,1112,24.200000000000003,65.89999999999999,9.9
Clinton,Republican,Donald Trump,1635,9.599999999999994,73.30000000000001,17.1
Keith,Republican,Donald Trump,1253,8.0,71.6,20.4
Muhlenberg,Democrat,Bernie Sanders,1632,22.099999999999994,66.60000000000001,11.3
Henry,Democrat,Bernie Sanders,958,20.5,66.7,12.8
Inyo,Republican,Donald Trump,1414,11.900000000000006,66.69999999999999,21.4
Boone,Democrat,Bernie Sanders,15076,7.0,45.7,47.3
Hardeman,Democrat,Hillary Clinton,1721,25.099999999999994,65.10000000000001,9.8
Irwin,Republican,Donald Trump,869,18.900000000000006,70.8,10.3
Marion,Republican,Donald Trump,2760,13.299999999999997,72.8,13.9
Sumter,Republican,Donald Trump,17769,12.200000000000003,62.599999999999994,25.2
Carroll,Republican,Donald Trump,2421,12.299999999999997,71.7,16.0
Winnebago,Democrat,Bernie Sanders,17818,9.0,65.5,25.5
Fairfield,Democrat,Hillary Clinton,3260,18.599999999999994,65.9,15.5
St. Joseph,Republican,Ted Cruz,2655,15.599999999999994,69.9,14.5
Yuma,Republican,Donald Trump,4390,28.099999999999994,57.60000000000001,14.3
Jackson,Democrat,Hillary Clinton,48860,11.700000000000003,60.699999999999996,27.6
Davis,Republican,Donald Trump,205,14.5,69.1,16.4
Williamsburg,Democrat,Bernie Sanders,1197,8.299999999999997,41.900000000000006,49.8
Camden,Democrat,Hillary Clinton,43720,12.900000000000006,57.99999999999999,29.1
Sumter,Democrat,Hillary Clinton,9816,17.700000000000003,63.099999999999994,19.2
Modoc,Republican,Donald Trump,1019,15.200000000000003,66.1,18.7
Hill,Republican,Donald Trump,1342,8.400000000000006,69.0,22.6
White,Republican,Donald Trump,3044,10.799999999999997,73.8,15.4
Jasper,Republican,Ted Cruz,928,8.5,75.3,16.2
Pike,Democrat,Hillary Clinton,2870,21.799999999999997,62.400000000000006,15.8
Keweenaw,Democrat,Bernie Sanders,188,7.200000000000003,68.9,23.9
Pinellas,Democrat,Hillary Clinton,63699,11.099999999999994,61.400000000000006,27.5
Andrew,Republican,Donald Trump,1457,9.700000000000003,68.3,22.0
Greene,Republican,Donald Trump,1088,24.299999999999997,67.9,7.8
Iroquois,Republican,Donald Trump,2836,11.700000000000003,73.7,14.6
Henry,Republican,Donald Trump,5714,14.200000000000003,70.89999999999999,14.9
Lincoln,Democrat,Bernie Sanders,4674,10.099999999999994,65.5,24.4
Parke,Republican,Donald Trump,1996,17.200000000000003,69.1,13.7
Miami-Dade,Democrat,Hillary Clinton,129467,21.200000000000003,52.5,26.3
Marion,Republican,Donald Trump,2454,25.700000000000003,61.099999999999994,13.2
Hart,Republican,Donald Trump,1858,19.700000000000003,64.8,15.5
Randolph,Republican,Donald Trump,2939,14.799999999999997,72.8,12.4
Sac,Republican,Donald Trump,212,8.599999999999994,72.30000000000001,19.1
Pierce,Republican,Donald Trump,1345,22.400000000000006,65.8,11.8
Allen,Republican,Donald Trump,640,23.599999999999994,63.7,12.7
Newton,Democrat,Hillary Clinton,7269,15.5,65.1,19.4
Moffat,Democrat,Bernie Sanders,28,10.799999999999997,73.60000000000001,15.6
Wheeler,Republican,Donald Trump,283,25.200000000000003,66.3,8.5
Callaway,Republican,Ted Cruz,3261,14.0,64.9,21.1
Boyle,Democrat,Hillary Clinton,1648,15.299999999999997,61.900000000000006,22.8
Franklin,Republican,Donald Trump,1229,17.900000000000006,69.69999999999999,12.4
Cerro Gordo,Democrat,Bernie Sanders,1108,8.0,71.0,21.0
Noxubee,Democrat,Hillary Clinton,1397,34.5,54.3,11.2
Pettis,Republican,Donald Trump,3343,18.200000000000003,66.6,15.2
Ida,Republican,Donald Trump,136,10.599999999999994,69.80000000000001,19.6
Martin,Republican,Donald Trump,1398,17.099999999999994,72.10000000000001,10.8
Graham,Republican,Ted Cruz,1606,15.599999999999994,72.10000000000001,12.3
Leelanau,Democrat,Bernie Sanders,2359,5.799999999999997,55.0,39.2
Carroll,Republican,Donald Trump,0,15.400000000000006,67.3,17.3
Seminole,Republican,Donald Trump,754,18.799999999999997,69.0,12.2
Grand,Democrat,Bernie Sanders,636,9.0,65.8,25.2
Sheridan,Democrat,Bernie Sanders,7,5.900000000000006,66.69999999999999,27.4
Livingston,Republican,Donald Trump,1191,13.0,69.5,17.5
Nelson,Democrat,Hillary Clinton,2395,13.200000000000003,70.19999999999999,16.6
Colbert,Democrat,Hillary Clinton,3879,16.5,65.8,17.7
Madison,Republican,Donald Trump,916,25.0,67.3,7.7
Perry,Democrat,Bernie Sanders,1666,31.0,55.5,13.5
Hall,Republican,Donald Trump,12536,21.200000000000003,56.0,22.8
Mesa,Democrat,Bernie Sanders,1095,10.400000000000006,63.89999999999999,25.7
Macon,Democrat,Hillary Clinton,4293,20.0,60.4,19.6
Coconino,Democrat,Bernie Sanders,6941,12.400000000000006,56.49999999999999,31.1
Person,Democrat,Hillary Clinton,2954,17.0,68.3,14.7
El Paso,Democrat,Bernie Sanders,4954,6.400000000000006,58.39999999999999,35.2
Trumbull,Democrat,Hillary Clinton,17903,12.299999999999997,70.7,17.0
Cleveland,Democrat,Bernie Sanders,16428,9.099999999999994,59.50000000000001,31.4
Miner,Democrat,Hillary Clinton,109,8.599999999999994,69.7,21.7
Webster,Democrat,Hillary Clinton,866,11.200000000000003,69.6,19.2
Iowa,Democrat,Bernie Sanders,3198,7.700000000000003,70.6,21.7
Ware,Republican,Donald Trump,1998,19.599999999999994,66.5,13.9
McDuffie,Republican,Donald Trump,1288,25.400000000000006,60.89999999999999,13.7
Holt,Republican,Donald Trump,504,10.299999999999997,73.5,16.2
Bibb,Democrat,Hillary Clinton,12944,17.599999999999994,59.900000000000006,22.5
Cheyenne,Republican,Donald Trump,1130,6.700000000000003,68.0,25.3
Osceola,Republican,Donald Trump,1812,13.099999999999994,74.30000000000001,12.6
Gates,Democrat,Hillary Clinton,749,16.700000000000003,71.7,11.6
Lafayette,Republican,Donald Trump,2518,13.099999999999994,69.9,17.0
Washington,Democrat,Hillary Clinton,1374,21.0,67.3,11.7
Habersham,Republican,Donald Trump,3289,22.099999999999994,60.800000000000004,17.1
Simpson,Republican,Donald Trump,2420,21.700000000000003,63.599999999999994,14.7
Johnson,Republican,Donald Trump,1075,25.799999999999997,64.0,10.2
Owsley,Republican,Donald Trump,168,38.6,49.0,12.4
Hancock,Democrat,Bernie Sanders,573,13.200000000000003,75.3,11.5
Bureau,Republican,Donald Trump,2185,10.799999999999997,71.80000000000001,17.4
Tompkins,Democrat,Bernie Sanders,9298,6.900000000000006,43.8,49.3
Fergus,Republican,Donald Trump,1975,7.700000000000003,66.8,25.5
Duval,Democrat,Hillary Clinton,2272,34.0,59.2,6.8
Wayne,Democrat,Hillary Clinton,7546,18.299999999999997,65.30000000000001,16.4
Allamakee,Democrat,Hillary Clinton,304,11.0,74.1,14.9
Hampton,Democrat,Hillary Clinton,13529,10.700000000000003,66.8,22.5
Greene,Republican,Donald Trump,1014,11.400000000000006,75.69999999999999,12.9
Fayette,Republican,Donald Trump,2479,25.099999999999994,61.7,13.2
Sebastian,Republican,Donald Trump,6030,17.799999999999997,63.0,19.2
Marion,Republican,Donald Trump,473,24.900000000000006,64.5,10.6
Fayette,Democrat,Hillary Clinton,20014,11.400000000000006,48.49999999999999,40.1
Crawford,Republican,Donald Trump,2189,21.900000000000006,64.89999999999999,13.2
Stephenson,Republican,Ted Cruz,3038,10.5,71.6,17.9
